"site_id","site_name","year","start_time","visit_number","scientific_name","common_name","abundance","detections","time_of_day"
"HBEFV013","Hubbard Brook Experimental Forest",2023,"08:24:00",4,"Seiurus aurocapilla","Ovenbird",2,10,"8AM to 9AM"
"HBEFV013","Hubbard Brook Experimental Forest",2023,"08:24:00",4,"Setophaga caerulescens","Black-throated Blue Warbler",1,14,"8AM to 9AM"
"HBEFV013","Hubbard Brook Experimental Forest",2023,"08:24:00",4,"Setophaga virens","Black-throated Green Warbler",3,9,"8AM to 9AM"
"HBEFV013","Hubbard Brook Experimental Forest",2023,"08:24:00",4,"Troglodytes hiemalis","Winter Wren",1,4,"8AM to 9AM"
"HBEFV013","Hubbard Brook Experimental Forest",2023,"08:24:00",4,"Vireo olivaceus","Red-eyed Vireo",2,1,"8AM to 9AM"
"HBEFV013","Hubbard Brook Experimental Forest",2023,"08:59:00",5,"Poecile atricapillus","Black-capped Chickadee",2,0,"8AM to 9AM"
"HBEFV013","Hubbard Brook Experimental Forest",2023,"08:59:00",5,"Seiurus aurocapilla","Ovenbird",1,3,"8AM to 9AM"
"HBEFV013","Hubbard Brook Experimental Forest",2023,"08:59:00",5,"Setophaga virens","Black-throated Green Warbler",3,92,"8AM to 9AM"
"HBEFV013","Hubbard Brook Experimental Forest",2023,"08:59:00",5,"Turdus migratorius","American Robin",1,0,"8AM to 9AM"
"HBEFV013","Hubbard Brook Experimental Forest",2023,"08:59:00",5,"Vireo olivaceus","Red-eyed Vireo",2,0,"8AM to 9AM"
"HBEFV013","Hubbard Brook Experimental Forest",2023,"08:59:00",5,"Vireo solitarius","Blue-headed Vireo",1,13,"8AM to 9AM"
"HBEFV015","Hubbard Brook Experimental Forest",2022,"05:43:00",1,"Catharus guttatus","Hermit Thrush",1,0,"5AM to 6AM"
"HBEFV015","Hubbard Brook Experimental Forest",2022,"05:43:00",1,"Contopus virens","Eastern Wood-Pewee",1,0,"5AM to 6AM"
"HBEFV015","Hubbard Brook Experimental Forest",2022,"05:43:00",1,"Poecile atricapillus","Black-capped Chickadee",4,27,"5AM to 6AM"
"HBEFV015","Hubbard Brook Experimental Forest",2022,"05:43:00",1,"Seiurus aurocapilla","Ovenbird",1,1,"5AM to 6AM"
"HBEFV015","Hubbard Brook Experimental Forest",2022,"05:43:00",1,"Setophaga caerulescens","Black-throated Blue Warbler",2,8,"5AM to 6AM"
"HBEFV015","Hubbard Brook Experimental Forest",2022,"05:43:00",1,"Setophaga fusca","Blackburnian Warbler",1,0,"5AM to 6AM"
"HBEFV015","Hubbard Brook Experimental Forest",2022,"05:43:00",1,"Sitta canadensis","Red-breasted Nuthatch",1,0,"5AM to 6AM"
"HBEFV015","Hubbard Brook Experimental Forest",2022,"05:43:00",1,"Sphyrapicus varius","Yellow-bellied Sapsucker",1,0,"5AM to 6AM"
"HBEFV015","Hubbard Brook Experimental Forest",2022,"05:43:00",1,"Vireo olivaceus","Red-eyed Vireo",1,13,"5AM to 6AM"
"HBEFV015","Hubbard Brook Experimental Forest",2022,"08:54:00",2,"Catharus guttatus","Hermit Thrush",2,67,"8AM to 9AM"
"HBEFV015","Hubbard Brook Experimental Forest",2022,"08:54:00",2,"Seiurus aurocapilla","Ovenbird",1,0,"8AM to 9AM"
"HBEFV015","Hubbard Brook Experimental Forest",2022,"08:54:00",2,"Setophaga caerulescens","Black-throated Blue Warbler",1,34,"8AM to 9AM"
"HBEFV015","Hubbard Brook Experimental Forest",2022,"08:54:00",2,"Vireo olivaceus","Red-eyed Vireo",2,3,"8AM to 9AM"
"HBEFV015","Hubbard Brook Experimental Forest",2023,"06:44:00",3,"Catharus guttatus","Hermit Thrush",1,17,"6AM to 7AM"
"HBEFV015","Hubbard Brook Experimental Forest",2023,"06:44:00",3,"Seiurus aurocapilla","Ovenbird",1,7,"6AM to 7AM"
"HBEFV015","Hubbard Brook Experimental Forest",2023,"06:44:00",3,"Setophaga caerulescens","Black-throated Blue Warbler",4,11,"6AM to 7AM"
"HBEFV015","Hubbard Brook Experimental Forest",2023,"06:44:00",3,"Setophaga virens","Black-throated Green Warbler",1,3,"6AM to 7AM"
"HBEFV015","Hubbard Brook Experimental Forest",2023,"06:44:00",3,"Vireo olivaceus","Red-eyed Vireo",2,1,"6AM to 7AM"
"HBEFV015","Hubbard Brook Experimental Forest",2023,"09:40:00",4,"Cyanocitta cristata","Blue Jay",1,14,"9AM to 10AM"
"HBEFV015","Hubbard Brook Experimental Forest",2023,"09:40:00",4,"Setophaga caerulescens","Black-throated Blue Warbler",3,32,"9AM to 10AM"
"HBEFV015","Hubbard Brook Experimental Forest",2023,"09:40:00",4,"Setophaga coronata","Yellow-rumped Warbler",1,1,"9AM to 10AM"
"HBEFV015","Hubbard Brook Experimental Forest",2023,"09:40:00",4,"Troglodytes hiemalis","Winter Wren",1,1,"9AM to 10AM"
"HBEFV015","Hubbard Brook Experimental Forest",2023,"09:40:00",4,"Vireo olivaceus","Red-eyed Vireo",1,9,"9AM to 10AM"
"HBEFV072","Hubbard Brook Experimental Forest",2022,"07:14:00",1,"Catharus guttatus","Hermit Thrush",3,2,"7AM to 8AM"
"HBEFV072","Hubbard Brook Experimental Forest",2022,"07:14:00",1,"Certhia americana","Brown Creeper",1,11,"7AM to 8AM"
"HBEFV072","Hubbard Brook Experimental Forest",2022,"07:14:00",1,"Poecile atricapillus","Black-capped Chickadee",2,2,"7AM to 8AM"
"HBEFV072","Hubbard Brook Experimental Forest",2022,"07:14:00",1,"Seiurus aurocapilla","Ovenbird",2,3,"7AM to 8AM"
"HBEFV072","Hubbard Brook Experimental Forest",2022,"07:14:00",1,"Setophaga caerulescens","Black-throated Blue Warbler",2,19,"7AM to 8AM"
"HBEFV072","Hubbard Brook Experimental Forest",2022,"07:14:00",1,"Setophaga fusca","Blackburnian Warbler",2,3,"7AM to 8AM"
"HBEFV072","Hubbard Brook Experimental Forest",2022,"07:14:00",1,"Setophaga virens","Black-throated Green Warbler",1,10,"7AM to 8AM"
"HBEFV072","Hubbard Brook Experimental Forest",2022,"07:14:00",1,"Sitta canadensis","Red-breasted Nuthatch",1,3,"7AM to 8AM"
"HBEFV072","Hubbard Brook Experimental Forest",2022,"07:14:00",1,"Vireo solitarius","Blue-headed Vireo",1,0,"7AM to 8AM"
"HBEFV072","Hubbard Brook Experimental Forest",2022,"07:49:00",2,"Catharus guttatus","Hermit Thrush",1,52,"7AM to 8AM"
"HBEFV072","Hubbard Brook Experimental Forest",2022,"07:49:00",2,"Cyanocitta cristata","Blue Jay",2,3,"7AM to 8AM"
"HBEFV072","Hubbard Brook Experimental Forest",2022,"07:49:00",2,"Poecile atricapillus","Black-capped Chickadee",3,5,"7AM to 8AM"
"HBEFV072","Hubbard Brook Experimental Forest",2022,"07:49:00",2,"Seiurus aurocapilla","Ovenbird",2,6,"7AM to 8AM"
"HBEFV072","Hubbard Brook Experimental Forest",2022,"07:49:00",2,"Setophaga caerulescens","Black-throated Blue Warbler",2,31,"7AM to 8AM"
"HBEFV072","Hubbard Brook Experimental Forest",2022,"07:49:00",2,"Troglodytes hiemalis","Winter Wren",1,13,"7AM to 8AM"
"HBEFV072","Hubbard Brook Experimental Forest",2023,"07:46:00",3,"Regulus satrapa","Golden-crowned Kinglet",2,1,"7AM to 8AM"
"HBEFV072","Hubbard Brook Experimental Forest",2023,"07:46:00",3,"Seiurus aurocapilla","Ovenbird",3,25,"7AM to 8AM"
"HBEFV072","Hubbard Brook Experimental Forest",2023,"07:46:00",3,"Setophaga caerulescens","Black-throated Blue Warbler",1,2,"7AM to 8AM"
"HBEFV072","Hubbard Brook Experimental Forest",2023,"07:46:00",3,"Setophaga coronata","Yellow-rumped Warbler",1,0,"7AM to 8AM"
"HBEFV072","Hubbard Brook Experimental Forest",2023,"07:46:00",3,"Setophaga fusca","Blackburnian Warbler",1,18,"7AM to 8AM"
"HBEFV072","Hubbard Brook Experimental Forest",2023,"07:46:00",3,"Setophaga virens","Black-throated Green Warbler",2,54,"7AM to 8AM"
"HBEFV072","Hubbard Brook Experimental Forest",2023,"07:46:00",3,"Sitta canadensis","Red-breasted Nuthatch",2,2,"7AM to 8AM"
"HBEFV072","Hubbard Brook Experimental Forest",2023,"07:46:00",3,"Troglodytes hiemalis","Winter Wren",1,0,"7AM to 8AM"
"HBEFV072","Hubbard Brook Experimental Forest",2023,"07:46:00",3,"Vireo olivaceus","Red-eyed Vireo",1,1,"7AM to 8AM"
"HBEFV072","Hubbard Brook Experimental Forest",2023,"08:21:00",4,"Certhia americana","Brown Creeper",1,1,"8AM to 9AM"
"HBEFV072","Hubbard Brook Experimental Forest",2023,"08:21:00",4,"Mniotilta varia","Black-and-white Warbler",1,0,"8AM to 9AM"
"HBEFV072","Hubbard Brook Experimental Forest",2023,"08:21:00",4,"Seiurus aurocapilla","Ovenbird",2,2,"8AM to 9AM"
"HBEFV072","Hubbard Brook Experimental Forest",2023,"08:21:00",4,"Setophaga caerulescens","Black-throated Blue Warbler",2,4,"8AM to 9AM"
"HBEFV072","Hubbard Brook Experimental Forest",2023,"08:21:00",4,"Setophaga coronata","Yellow-rumped Warbler",1,0,"8AM to 9AM"
"HBEFV072","Hubbard Brook Experimental Forest",2023,"08:21:00",4,"Setophaga fusca","Blackburnian Warbler",1,0,"8AM to 9AM"
"HBEFV072","Hubbard Brook Experimental Forest",2023,"08:21:00",4,"Setophaga virens","Black-throated Green Warbler",2,0,"8AM to 9AM"
"HBEFV072","Hubbard Brook Experimental Forest",2023,"08:21:00",4,"Sitta canadensis","Red-breasted Nuthatch",1,0,"8AM to 9AM"
"HBEFV072","Hubbard Brook Experimental Forest",2023,"08:21:00",4,"Sphyrapicus varius","Yellow-bellied Sapsucker",2,0,"8AM to 9AM"
"HBEFV072","Hubbard Brook Experimental Forest",2023,"08:21:00",4,"Troglodytes hiemalis","Winter Wren",1,16,"8AM to 9AM"
"HBEFV075","Hubbard Brook Experimental Forest",2022,"06:37:00",1,"Mniotilta varia","Black-and-white Warbler",1,3,"6AM to 7AM"
"HBEFV075","Hubbard Brook Experimental Forest",2022,"06:37:00",1,"Poecile atricapillus","Black-capped Chickadee",3,2,"6AM to 7AM"
"HBEFV075","Hubbard Brook Experimental Forest",2022,"06:37:00",1,"Regulus satrapa","Golden-crowned Kinglet",1,2,"6AM to 7AM"
"HBEFV075","Hubbard Brook Experimental Forest",2022,"06:37:00",1,"Setophaga coronata","Yellow-rumped Warbler",3,20,"6AM to 7AM"
"HBEFV075","Hubbard Brook Experimental Forest",2022,"06:37:00",1,"Setophaga fusca","Blackburnian Warbler",2,4,"6AM to 7AM"
"HBEFV075","Hubbard Brook Experimental Forest",2022,"06:37:00",1,"Setophaga virens","Black-throated Green Warbler",1,3,"6AM to 7AM"
"HBEFV075","Hubbard Brook Experimental Forest",2022,"06:37:00",1,"Sitta canadensis","Red-breasted Nuthatch",1,0,"6AM to 7AM"
"HBEFV075","Hubbard Brook Experimental Forest",2022,"06:37:00",1,"Vireo solitarius","Blue-headed Vireo",1,0,"6AM to 7AM"
"HBEFV075","Hubbard Brook Experimental Forest",2022,"08:17:00",3,"Setophaga coronata","Yellow-rumped Warbler",3,2,"8AM to 9AM"
"HBEFV075","Hubbard Brook Experimental Forest",2022,"08:17:00",3,"Sitta canadensis","Red-breasted Nuthatch",1,2,"8AM to 9AM"
"HBEFV075","Hubbard Brook Experimental Forest",2022,"08:41:00",2,"Certhia americana","Brown Creeper",2,9,"8AM to 9AM"
"HBEFV075","Hubbard Brook Experimental Forest",2022,"08:41:00",2,"Poecile atricapillus","Black-capped Chickadee",3,0,"8AM to 9AM"
"HBEFV075","Hubbard Brook Experimental Forest",2022,"08:41:00",2,"Regulus satrapa","Golden-crowned Kinglet",1,10,"8AM to 9AM"
"HBEFV075","Hubbard Brook Experimental Forest",2022,"08:41:00",2,"Setophaga caerulescens","Black-throated Blue Warbler",2,68,"8AM to 9AM"
"HBEFV075","Hubbard Brook Experimental Forest",2022,"08:41:00",2,"Setophaga coronata","Yellow-rumped Warbler",2,0,"8AM to 9AM"
"HBEFV075","Hubbard Brook Experimental Forest",2022,"08:41:00",2,"Setophaga virens","Black-throated Green Warbler",3,28,"8AM to 9AM"
"HBEFV075","Hubbard Brook Experimental Forest",2022,"08:41:00",2,"Vireo solitarius","Blue-headed Vireo",1,0,"8AM to 9AM"
"HBEFV075","Hubbard Brook Experimental Forest",2023,"07:19:00",4,"Contopus virens","Eastern Wood-Pewee",1,1,"7AM to 8AM"
"HBEFV075","Hubbard Brook Experimental Forest",2023,"07:19:00",4,"Cyanocitta cristata","Blue Jay",1,0,"7AM to 8AM"
"HBEFV075","Hubbard Brook Experimental Forest",2023,"07:19:00",4,"Regulus satrapa","Golden-crowned Kinglet",1,0,"7AM to 8AM"
"HBEFV075","Hubbard Brook Experimental Forest",2023,"07:19:00",4,"Seiurus aurocapilla","Ovenbird",1,0,"7AM to 8AM"
"HBEFV075","Hubbard Brook Experimental Forest",2023,"07:19:00",4,"Setophaga caerulescens","Black-throated Blue Warbler",1,25,"7AM to 8AM"
"HBEFV075","Hubbard Brook Experimental Forest",2023,"07:19:00",4,"Setophaga coronata","Yellow-rumped Warbler",2,2,"7AM to 8AM"
"HBEFV075","Hubbard Brook Experimental Forest",2023,"07:19:00",4,"Setophaga fusca","Blackburnian Warbler",1,0,"7AM to 8AM"
"HBEFV075","Hubbard Brook Experimental Forest",2023,"07:19:00",4,"Setophaga virens","Black-throated Green Warbler",1,46,"7AM to 8AM"
"HBEFV075","Hubbard Brook Experimental Forest",2023,"07:19:00",4,"Vireo olivaceus","Red-eyed Vireo",1,0,"7AM to 8AM"
"HBEFV075","Hubbard Brook Experimental Forest",2023,"09:04:00",5,"Poecile atricapillus","Black-capped Chickadee",4,0,"9AM to 10AM"
"HBEFV075","Hubbard Brook Experimental Forest",2023,"09:04:00",5,"Regulus satrapa","Golden-crowned Kinglet",2,7,"9AM to 10AM"
"HBEFV075","Hubbard Brook Experimental Forest",2023,"09:04:00",5,"Seiurus aurocapilla","Ovenbird",1,0,"9AM to 10AM"
"HBEFV075","Hubbard Brook Experimental Forest",2023,"09:04:00",5,"Setophaga caerulescens","Black-throated Blue Warbler",1,6,"9AM to 10AM"
"HBEFV075","Hubbard Brook Experimental Forest",2023,"09:04:00",5,"Troglodytes hiemalis","Winter Wren",1,26,"9AM to 10AM"
"HBEFV102","Hubbard Brook Experimental Forest",2022,"07:07:00",1,"Certhia americana","Brown Creeper",1,0,"7AM to 8AM"
"HBEFV102","Hubbard Brook Experimental Forest",2022,"07:07:00",1,"Poecile atricapillus","Black-capped Chickadee",1,0,"7AM to 8AM"
"HBEFV102","Hubbard Brook Experimental Forest",2022,"07:07:00",1,"Setophaga coronata","Yellow-rumped Warbler",1,8,"7AM to 8AM"
"HBEFV102","Hubbard Brook Experimental Forest",2022,"07:07:00",1,"Setophaga fusca","Blackburnian Warbler",1,3,"7AM to 8AM"
"HBEFV102","Hubbard Brook Experimental Forest",2022,"07:07:00",1,"Setophaga virens","Black-throated Green Warbler",2,35,"7AM to 8AM"
"HBEFV102","Hubbard Brook Experimental Forest",2022,"07:07:00",1,"Sitta canadensis","Red-breasted Nuthatch",3,1,"7AM to 8AM"
"HBEFV102","Hubbard Brook Experimental Forest",2023,"06:46:00",3,"Poecile atricapillus","Black-capped Chickadee",1,0,"6AM to 7AM"
"HBEFV102","Hubbard Brook Experimental Forest",2023,"06:46:00",3,"Regulus satrapa","Golden-crowned Kinglet",1,1,"6AM to 7AM"
"HBEFV102","Hubbard Brook Experimental Forest",2023,"06:46:00",3,"Setophaga coronata","Yellow-rumped Warbler",1,0,"6AM to 7AM"
"HBEFV102","Hubbard Brook Experimental Forest",2023,"06:46:00",3,"Setophaga fusca","Blackburnian Warbler",1,4,"6AM to 7AM"
"HBEFV102","Hubbard Brook Experimental Forest",2023,"06:46:00",3,"Setophaga virens","Black-throated Green Warbler",2,17,"6AM to 7AM"
"HBEFV102","Hubbard Brook Experimental Forest",2023,"06:46:00",3,"Vireo solitarius","Blue-headed Vireo",1,0,"6AM to 7AM"
"HBEFV102","Hubbard Brook Experimental Forest",2023,"08:34:00",2,"Poecile atricapillus","Black-capped Chickadee",1,0,"8AM to 9AM"
"HBEFV102","Hubbard Brook Experimental Forest",2023,"08:34:00",2,"Setophaga caerulescens","Black-throated Blue Warbler",1,0,"8AM to 9AM"
"HBEFV102","Hubbard Brook Experimental Forest",2023,"08:34:00",2,"Setophaga coronata","Yellow-rumped Warbler",1,0,"8AM to 9AM"
"HBEFV102","Hubbard Brook Experimental Forest",2023,"08:34:00",2,"Setophaga fusca","Blackburnian Warbler",1,2,"8AM to 9AM"
"HBEFV102","Hubbard Brook Experimental Forest",2023,"08:34:00",2,"Setophaga virens","Black-throated Green Warbler",3,13,"8AM to 9AM"
"HBEFV102","Hubbard Brook Experimental Forest",2023,"09:00:00",4,"Regulus satrapa","Golden-crowned Kinglet",3,2,"9AM to 10AM"
"HBEFV102","Hubbard Brook Experimental Forest",2023,"09:00:00",4,"Setophaga caerulescens","Black-throated Blue Warbler",1,2,"9AM to 10AM"
"HBEFV102","Hubbard Brook Experimental Forest",2023,"09:00:00",4,"Setophaga virens","Black-throated Green Warbler",1,31,"9AM to 10AM"
"HBEFV102","Hubbard Brook Experimental Forest",2023,"09:00:00",4,"Sitta canadensis","Red-breasted Nuthatch",2,9,"9AM to 10AM"
"HBEFV102","Hubbard Brook Experimental Forest",2023,"09:00:00",4,"Troglodytes hiemalis","Winter Wren",2,0,"9AM to 10AM"
"HBEFV102","Hubbard Brook Experimental Forest",2023,"09:00:00",4,"Vireo solitarius","Blue-headed Vireo",1,1,"9AM to 10AM"
"HBEFV108","Hubbard Brook Experimental Forest",2022,"09:07:00",1,"Poecile atricapillus","Black-capped Chickadee",2,0,"9AM to 10AM"
"HBEFV108","Hubbard Brook Experimental Forest",2022,"09:07:00",1,"Regulus satrapa","Golden-crowned Kinglet",1,9,"9AM to 10AM"
"HBEFV108","Hubbard Brook Experimental Forest",2022,"09:07:00",1,"Setophaga coronata","Yellow-rumped Warbler",2,17,"9AM to 10AM"
"HBEFV108","Hubbard Brook Experimental Forest",2023,"07:30:00",2,"Cyanocitta cristata","Blue Jay",1,2,"7AM to 8AM"
"HBEFV108","Hubbard Brook Experimental Forest",2023,"07:30:00",2,"Regulus satrapa","Golden-crowned Kinglet",1,15,"7AM to 8AM"
"HBEFV108","Hubbard Brook Experimental Forest",2023,"07:30:00",2,"Setophaga coronata","Yellow-rumped Warbler",1,1,"7AM to 8AM"
"HBEFV108","Hubbard Brook Experimental Forest",2023,"07:30:00",2,"Sitta canadensis","Red-breasted Nuthatch",1,0,"7AM to 8AM"
"HBEFV108","Hubbard Brook Experimental Forest",2023,"07:52:00",4,"Regulus satrapa","Golden-crowned Kinglet",2,1,"7AM to 8AM"
"HBEFV108","Hubbard Brook Experimental Forest",2023,"07:52:00",4,"Setophaga coronata","Yellow-rumped Warbler",3,4,"7AM to 8AM"
"HBEFV108","Hubbard Brook Experimental Forest",2023,"09:13:00",3,"Regulus satrapa","Golden-crowned Kinglet",1,27,"9AM to 10AM"
"HBEFV108","Hubbard Brook Experimental Forest",2023,"09:13:00",3,"Setophaga coronata","Yellow-rumped Warbler",1,24,"9AM to 10AM"
"HBEFV108","Hubbard Brook Experimental Forest",2023,"09:13:00",3,"Setophaga fusca","Blackburnian Warbler",1,0,"9AM to 10AM"
"HBEFV111","Hubbard Brook Experimental Forest",2022,"07:52:00",1,"Seiurus aurocapilla","Ovenbird",1,0,"7AM to 8AM"
"HBEFV111","Hubbard Brook Experimental Forest",2022,"07:52:00",1,"Setophaga caerulescens","Black-throated Blue Warbler",2,3,"7AM to 8AM"
"HBEFV111","Hubbard Brook Experimental Forest",2022,"07:52:00",1,"Setophaga fusca","Blackburnian Warbler",1,4,"7AM to 8AM"
"HBEFV111","Hubbard Brook Experimental Forest",2022,"07:52:00",1,"Setophaga virens","Black-throated Green Warbler",1,3,"7AM to 8AM"
"HBEFV111","Hubbard Brook Experimental Forest",2022,"07:52:00",1,"Sitta canadensis","Red-breasted Nuthatch",1,0,"7AM to 8AM"
"HBEFV111","Hubbard Brook Experimental Forest",2022,"07:52:00",1,"Troglodytes hiemalis","Winter Wren",1,7,"7AM to 8AM"
"HBEFV111","Hubbard Brook Experimental Forest",2022,"09:34:00",2,"Certhia americana","Brown Creeper",2,9,"9AM to 10AM"
"HBEFV111","Hubbard Brook Experimental Forest",2022,"09:34:00",2,"Cyanocitta cristata","Blue Jay",1,0,"9AM to 10AM"
"HBEFV111","Hubbard Brook Experimental Forest",2022,"09:34:00",2,"Troglodytes hiemalis","Winter Wren",1,11,"9AM to 10AM"
"HBEFV111","Hubbard Brook Experimental Forest",2023,"06:18:00",4,"Cyanocitta cristata","Blue Jay",1,3,"6AM to 7AM"
"HBEFV111","Hubbard Brook Experimental Forest",2023,"06:18:00",4,"Seiurus aurocapilla","Ovenbird",2,25,"6AM to 7AM"
"HBEFV111","Hubbard Brook Experimental Forest",2023,"06:18:00",4,"Setophaga caerulescens","Black-throated Blue Warbler",2,0,"6AM to 7AM"
"HBEFV111","Hubbard Brook Experimental Forest",2023,"06:18:00",4,"Setophaga virens","Black-throated Green Warbler",1,0,"6AM to 7AM"
"HBEFV111","Hubbard Brook Experimental Forest",2023,"06:18:00",4,"Troglodytes hiemalis","Winter Wren",1,1,"6AM to 7AM"
"HBEFV111","Hubbard Brook Experimental Forest",2023,"08:06:00",3,"Regulus satrapa","Golden-crowned Kinglet",1,2,"8AM to 9AM"
"HBEFV111","Hubbard Brook Experimental Forest",2023,"08:06:00",3,"Seiurus aurocapilla","Ovenbird",2,0,"8AM to 9AM"
"HBEFV111","Hubbard Brook Experimental Forest",2023,"08:06:00",3,"Setophaga virens","Black-throated Green Warbler",2,1,"8AM to 9AM"
"HBEFV111","Hubbard Brook Experimental Forest",2023,"08:06:00",3,"Sitta canadensis","Red-breasted Nuthatch",1,0,"8AM to 9AM"
"HBEFV111","Hubbard Brook Experimental Forest",2023,"08:06:00",3,"Troglodytes hiemalis","Winter Wren",1,6,"8AM to 9AM"
"HBEFV111","Hubbard Brook Experimental Forest",2023,"08:26:00",5,"Cyanocitta cristata","Blue Jay",1,1,"8AM to 9AM"
"HBEFV111","Hubbard Brook Experimental Forest",2023,"08:26:00",5,"Seiurus aurocapilla","Ovenbird",1,0,"8AM to 9AM"
"HBEFV111","Hubbard Brook Experimental Forest",2023,"08:26:00",5,"Setophaga caerulescens","Black-throated Blue Warbler",1,0,"8AM to 9AM"
"HBEFV111","Hubbard Brook Experimental Forest",2023,"08:26:00",5,"Setophaga coronata","Yellow-rumped Warbler",1,0,"8AM to 9AM"
"HBEFV111","Hubbard Brook Experimental Forest",2023,"08:26:00",5,"Setophaga virens","Black-throated Green Warbler",3,27,"8AM to 9AM"
"HBEFV111","Hubbard Brook Experimental Forest",2023,"08:26:00",5,"Vireo olivaceus","Red-eyed Vireo",1,3,"8AM to 9AM"
"HBEFV139","Hubbard Brook Experimental Forest",2022,"06:54:00",3,"Catharus guttatus","Hermit Thrush",2,130,"6AM to 7AM"
"HBEFV139","Hubbard Brook Experimental Forest",2022,"06:54:00",3,"Certhia americana","Brown Creeper",1,0,"6AM to 7AM"
"HBEFV139","Hubbard Brook Experimental Forest",2022,"06:54:00",3,"Contopus virens","Eastern Wood-Pewee",1,0,"6AM to 7AM"
"HBEFV139","Hubbard Brook Experimental Forest",2022,"06:54:00",3,"Seiurus aurocapilla","Ovenbird",1,0,"6AM to 7AM"
"HBEFV139","Hubbard Brook Experimental Forest",2022,"06:54:00",3,"Setophaga virens","Black-throated Green Warbler",4,3,"6AM to 7AM"
"HBEFV139","Hubbard Brook Experimental Forest",2022,"06:54:00",3,"Sphyrapicus varius","Yellow-bellied Sapsucker",2,2,"6AM to 7AM"
"HBEFV139","Hubbard Brook Experimental Forest",2022,"06:54:00",3,"Vireo olivaceus","Red-eyed Vireo",3,7,"6AM to 7AM"
"HBEFV139","Hubbard Brook Experimental Forest",2022,"08:38:00",1,"Seiurus aurocapilla","Ovenbird",5,35,"8AM to 9AM"
"HBEFV139","Hubbard Brook Experimental Forest",2022,"08:38:00",1,"Setophaga caerulescens","Black-throated Blue Warbler",4,8,"8AM to 9AM"
"HBEFV139","Hubbard Brook Experimental Forest",2022,"08:38:00",1,"Setophaga virens","Black-throated Green Warbler",1,20,"8AM to 9AM"
"HBEFV139","Hubbard Brook Experimental Forest",2022,"08:38:00",1,"Sphyrapicus varius","Yellow-bellied Sapsucker",1,4,"8AM to 9AM"
"HBEFV139","Hubbard Brook Experimental Forest",2022,"09:36:00",2,"Catharus guttatus","Hermit Thrush",1,6,"9AM to 10AM"
"HBEFV139","Hubbard Brook Experimental Forest",2022,"09:36:00",2,"Cyanocitta cristata","Blue Jay",1,0,"9AM to 10AM"
"HBEFV139","Hubbard Brook Experimental Forest",2022,"09:36:00",2,"Piranga olivacea","Scarlet Tanager",1,0,"9AM to 10AM"
"HBEFV139","Hubbard Brook Experimental Forest",2022,"09:36:00",2,"Poecile atricapillus","Black-capped Chickadee",2,0,"9AM to 10AM"
"HBEFV139","Hubbard Brook Experimental Forest",2022,"09:36:00",2,"Seiurus aurocapilla","Ovenbird",2,38,"9AM to 10AM"
"HBEFV139","Hubbard Brook Experimental Forest",2022,"09:36:00",2,"Setophaga caerulescens","Black-throated Blue Warbler",3,71,"9AM to 10AM"
"HBEFV139","Hubbard Brook Experimental Forest",2022,"09:36:00",2,"Setophaga coronata","Yellow-rumped Warbler",1,0,"9AM to 10AM"
"HBEFV139","Hubbard Brook Experimental Forest",2022,"09:36:00",2,"Setophaga fusca","Blackburnian Warbler",2,6,"9AM to 10AM"
"HBEFV139","Hubbard Brook Experimental Forest",2022,"09:36:00",2,"Setophaga virens","Black-throated Green Warbler",2,54,"9AM to 10AM"
"HBEFV139","Hubbard Brook Experimental Forest",2022,"09:36:00",2,"Sphyrapicus varius","Yellow-bellied Sapsucker",1,3,"9AM to 10AM"
"HBEFV139","Hubbard Brook Experimental Forest",2022,"09:36:00",2,"Vireo olivaceus","Red-eyed Vireo",2,10,"9AM to 10AM"
"HBEFV139","Hubbard Brook Experimental Forest",2022,"09:36:00",2,"Vireo solitarius","Blue-headed Vireo",2,0,"9AM to 10AM"
"HBEFV146","Hubbard Brook Experimental Forest",2022,"06:24:00",2,"Poecile atricapillus","Black-capped Chickadee",2,9,"6AM to 7AM"
"HBEFV146","Hubbard Brook Experimental Forest",2022,"06:24:00",2,"Seiurus aurocapilla","Ovenbird",3,32,"6AM to 7AM"
"HBEFV146","Hubbard Brook Experimental Forest",2022,"06:24:00",2,"Setophaga caerulescens","Black-throated Blue Warbler",1,31,"6AM to 7AM"
"HBEFV146","Hubbard Brook Experimental Forest",2022,"06:24:00",2,"Setophaga coronata","Yellow-rumped Warbler",2,0,"6AM to 7AM"
"HBEFV146","Hubbard Brook Experimental Forest",2022,"06:24:00",2,"Setophaga virens","Black-throated Green Warbler",3,23,"6AM to 7AM"
"HBEFV146","Hubbard Brook Experimental Forest",2022,"06:24:00",2,"Vireo olivaceus","Red-eyed Vireo",2,10,"6AM to 7AM"
"HBEFV146","Hubbard Brook Experimental Forest",2022,"06:24:00",2,"Vireo solitarius","Blue-headed Vireo",1,1,"6AM to 7AM"
"HBEFV146","Hubbard Brook Experimental Forest",2022,"07:26:00",3,"Catharus guttatus","Hermit Thrush",1,0,"7AM to 8AM"
"HBEFV146","Hubbard Brook Experimental Forest",2022,"07:26:00",3,"Certhia americana","Brown Creeper",1,0,"7AM to 8AM"
"HBEFV146","Hubbard Brook Experimental Forest",2022,"07:26:00",3,"Setophaga caerulescens","Black-throated Blue Warbler",3,32,"7AM to 8AM"
